	name	latitude	longitude	scores	category	price	address	product	decoration	service
2222	柒酒廊	31.22956	121.52166	35.0	酒吧	94.0	浦东新区张杨路777号锦江汤臣洲际大酒店1楼	6.7	7.8	7.0
2324	丽笙星空酒吧	31.234478	121.47318	40.0	酒吧	118.0	黄浦区南京西路88号新世界丽笙大酒店47楼	7.9	8.4	8.3
2392	莱克酒吧	31.247383	121.57577	35.0	酒吧	57.0	浦东新区云山路1419号	7.1	7.5	7.4
2420	WHY BAR	31.224775	121.47406	35.0	酒吧	74.0	卢湾区黄陂南路35号	7.0	8.0	7.8
2468	彩云轩	31.219175	121.44517	30.0	酒吧	160.0	静安区华山路250号希尔顿酒店40楼	6.4	6.9	6.7
2617	袋鼠酒吧	31.21066	121.46303	45.0	酒吧	54.0	卢湾区永嘉路35号	8.1	8.3	9.0
2649	MT Club	31.223448	121.44431	30.0	酒吧	288.0	静安区愚园路218号百乐门2楼	6.1	6.6	6.5
3382	JW万豪大堂酒廊	31.230453	121.469696	40.0	酒吧	167.0	静安区南京西路399号明天广场JW万豪酒店38楼	7.7	8.4	8.1
4861	冠军吧	31.191486	121.37679	30.0	酒吧	119.0	长宁区虹桥路2270号万豪虹桥大酒店1楼	6.8	7.1	6.9
4879	美丽时光酒吧	31.227375	121.56003	35.0	酒吧	62.0	浦东新区芳甸路199弄证大大拇指广场12号	7.4	7.9	7.5
5159	龙之梦大堂酒廊	31.21111	121.4304	35.0	酒吧	135.0	长宁区延安西路1116号龙之梦大酒店1楼	6.9	8.1	7.8
5188	金门大酒店酒吧	31.234188	121.47262	30.0	酒吧	42.0	黄浦区南京西路108号金门大酒店1楼	6.5	7.4	7.2
5204	Cotton's	31.20172	121.44768	40.0	酒吧	119.0	徐汇区安亭路132号	7.6	8.7	8.0
5376	喜来登大堂酒廊	31.203644	121.40555	35.0	酒吧	110.0	长宁区遵义南路5号虹桥喜来登上海太平洋大饭店1楼	7.2	8.1	7.8
5750	LIVEBAR	31.294176	121.52526	30.0	酒吧	73.0	杨浦区国顺东路800号	6.5	6.6	6.8
5827	紫金山大酒店大堂酒吧	31.227983	121.52355	30.0	酒吧	90.0	浦东新区东方路778号紫金山大酒店底楼	6.5	7.1	6.8
5902	嘉木堂酒吧	31.218264	121.43577	30.0	酒吧	60.0	长宁区东诸安浜路57号	6.4	6.8	6.8
6061	Beedees Coffee & Bar	31.225307	121.465645	30.0	酒吧	47.0	静安区大沽路433号	6.6	7.1	7.0
6298	好梦酒吧	31.381283	121.492584	30.0	酒吧	83.0	宝山区水产路	6.2	6.5	6.3
6335	淳大万丽酒店大堂酒吧	31.223852	121.55225	30.0	酒吧	76.0	浦东新区长柳路100号淳大万丽酒店1楼	6.7	7.1	7.0
7155	Bar Gatsby Cocktail & Bourbon	31.225294	121.4641	40.0	酒吧	68.0	静安区大沽路488号	7.9	8.1	8.2
7261	789 Bar	31.23463	121.476166	40.0	酒吧	141.0	黄浦区南京东路789号世茂皇家艾美酒店64-66楼	7.3	8.6	8.0
7267	裕景大堂酒廊	31.240953	121.5203	35.0	酒吧	76.0	浦东新区浦东大道535号裕景大饭店大堂	7.1	7.6	7.6
7676	Oscar's Pub	31.210522	121.450195	40.0	酒吧	88.0	徐汇区复兴中路1377号	7.8	8.0	8.1
7682	The Glamour Bar	31.234455	121.49071	45.0	酒吧	142.0	黄浦区广东路20号外滩5号6楼	8.0	9.0	8.6
8085	和平饭店爵士吧	31.238956	121.48961	50.0	酒吧	206.0	黄浦区南京东路20号和平饭店1楼	8.6	9.1	9.1
8389	8 Balance	31.207457	121.40185	30.0	酒吧	150.0	长宁区古北路555弄虹桥华庭5号楼103室	6.5	6.7	6.7
8476	Eddy's Bar	31.203533	121.43776	35.0	酒吧	45.0	徐汇区淮海中路1877号	7.2	7.9	7.7
8672	Sky Bar	31.219954	121.45978	40.0	酒吧	108.0	卢湾区茂名南路58号花园饭店33楼	7.2	8.2	7.9
9289	SUS2 MUSIC BAR	31.206867	121.423706	35.0	酒吧	83.0	长宁区定西路685号	7.3	7.7	7.5
9346	Enoterra红酒吧	31.2147	121.44699	40.0	酒吧	120.0	徐汇区安福路55号	8.1	8.3	8.1
9587	佛罗伦琴酒吧	31.223156	121.5291	30.0	酒吧	69.0	浦东新区东方路899号浦东假日酒店1楼	6.7	7.5	6.8
9838	KOALA BAR	31.200092	121.42921	35.0	酒吧	47.0	长宁区淮海西路280号	7.2	7.6	7.4
9907	金洋咖啡吧	31.215944	121.45469	40.0	酒吧	52.0	徐汇区东湖路7号东湖宾馆内	7.4	7.8	8.1
9950	Yesterday Pub	31.221462	121.46497	30.0	酒吧	50.0	卢湾区长乐路	6.4	7.1	7.1
10729	田子坊弄堂酒吧	31.20797	121.46932	35.0	酒吧	80.0	卢湾区泰康路258号田子坊	7.1	7.9	7.5
11573	The Shelter	31.211828	121.4439	35.0	酒吧	87.0	徐汇区永福路5号	6.8	7.6	6.9
12384	British Bar	31.244358	121.48988	30.0	酒吧	150.0	虹口区北苏州路20号上海大厦1楼	6.6	7.1	6.9
12649	Ci5 Cafe & Champagne Bar	31.205029	121.43991	40.0	酒吧	104.0	徐汇区淮海中路1797号	7.8	7.6	8.0
12743	翡翠36酒吧	31.235716	121.49911	45.0	酒吧	129.0	浦东新区富城路33号香格里拉大酒店紫金楼36楼	8.0	9.1	8.7
13104	海獭酒吧	31.20813	121.45178	30.0	酒吧	52.0	徐汇区岳阳路28号	6.7	6.8	7.3
13241	Ladyrose Bar	31.269066	121.60701	35.0	酒吧	40.0	浦东新区张桥佳林路84号	6.8	7.2	7.2
13378	House of Blues & Jazz	31.235458	121.489204	40.0	酒吧	185.0	黄浦区福州路60号	7.8	8.5	8.0
13806	非常时髦酒吧	31.24541	121.49345	40.0	酒吧	154.0	虹口区黄浦路199号上海外滩茂悦大酒店西楼32楼	7.7	9.3	8.1
14196	The Park Tavern	31.196947	121.44059	35.0	酒吧	96.0	徐汇区衡山路840号	7.5	8.0	7.6
14234	蓝堡啤酒屋	31.22711	121.51495	40.0	酒吧	97.0	浦东新区浦东南路1138号上海湾广场118室	7.5	8.1	7.9
15146	酒池星座 Constellation	31.217682	121.455124	45.0	酒吧	109.0	徐汇区新乐路86号	8.8	8.1	8.5
15447	高歌酒吧	31.23243	121.4018	30.0	酒吧	165.0	普陀区金沙江路588号2楼	6.0	6.2	6.4
15539	蓝毗尼	31.207897	121.46901	35.0	酒吧	74.0	卢湾区泰康路248弄田子坊12号	7.1	7.8	7.9
16197	WINDOWS	31.231121	121.46393	30.0	酒吧	64.0	静安区南京西路702号	6.8	7.2	6.8
17380	福朋喜来登酒店大堂吧	31.273718	121.452034	30.0	酒吧	119.0	闸北区共和新路1928号大宁福朋喜来登酒店1楼大堂	6.6	8.0	6.6
18144	Mokkos	31.225048	121.43363	50.0	酒吧	80.0	长宁区武定西路1245号103室	9.1	8.9	9.1
18379	Shanghai Studio	31.203873	121.43764	35.0	酒吧	80.0	徐汇区淮海中路1950弄4号	6.9	7.2	7.4
18591	Kiitos	31.210102	121.44371	40.0	酒吧	69.0	徐汇区永福路127号	7.7	7.7	8.2
19987	BM Club	31.236666	121.443695	30.0	酒吧	552.0	静安区余姚路34号同乐坊16号楼	6.1	6.6	6.7
20281	SKY Club	31.236721	121.44293	30.0	酒吧	577.0	静安区余姚路74号	6.3	6.9	6.8
21381	AARON 5 Bar	31.20797	121.46932	35.0	酒吧	77.0	卢湾区泰康路258号田子坊15号	7.0	7.5	7.5
21406	吧39	31.219425	121.445335	40.0	酒吧	98.0	静安区华山路250号希尔顿酒店39楼	7.5	8.1	8.1
21964	M1NT	31.234528	121.4843	45.0	酒吧	436.0	黄浦区福州路318号浦汇大厦24楼	8.4	9.2	8.7
22090	Bell Cafe&Bar	31.2087	121.46891	40.0	酒吧	86.0	卢湾区泰康路248弄11号后门	7.5	8.6	8.1
22278	Kee Club	31.218557	121.46293	40.0	酒吧	759.0	卢湾区淮海中路796号3-4楼	7.7	9.1	8.7
22431	柏悦酒店大堂酒吧	31.234571	121.507965	40.0	酒吧	160.0	浦东新区世纪大道100号上海环球金融中心上海柏悦酒店87楼	7.8	9.1	8.4
22593	I Love Shanghai Lounge	31.22828	121.44379	30.0	酒吧	84.0	静安区新闸路1788号3楼	6.5	6.9	7.0
22781	03迪斯科	31.155306	121.348	30.0	酒吧	40.0	闵行区七莘路3155号七宝星钻城4楼	6.2	6.6	6.5
23178	酒池星座	31.21113	121.46401	50.0	酒吧	106.0	卢湾区永嘉路31号2楼	9.1	8.9	8.7
23504	世纪100酒吧	31.234571	121.507965	40.0	酒吧	167.0	浦东新区世纪大道100号上海环球金融中心上海柏悦酒店92楼	7.8	8.8	8.2
23964	TORRES LA VINOTECA	31.216112	121.4549	35.0	酒吧	255.0	徐汇区东湖路20号	6.9	7.6	7.5
24595	南十字星	31.213854	121.4516	45.0	酒吧	103.0	徐汇区淮海中路1276号	8.2	8.2	8.8
24807	BIN74	31.210793	121.44326	40.0	酒吧	99.0	徐汇区复兴西路74号	7.9	8.2	8.2
25301	哥莉酒吧	31.20413	121.44574	30.0	酒吧	165.0	徐汇区衡山路	6.6	7.2	6.9
25405	北外滩之夜酒吧	31.247427	121.4895	35.0	酒吧	133.0	虹口区吴淞路205号恒升半岛国际酒店26楼B	7.2	7.9	7.6
26594	蓝蚂酒吧	31.281658	121.507416	30.0	酒吧	42.0	杨浦区彰武路18号同济联合广场E楼216室	6.5	6.8	6.7
26973	Nancy's Bar	31.1916	121.38859	30.0	酒吧	80.0	闵行区虹梅路3338弄2号虹梅休闲街12号	6.2	6.8	6.6
27789	CLUB CD SOHO	31.206245	121.44747	35.0	酒吧	351.0	徐汇区衡山路4号领馆广场内	6.9	7.6	7.4
27904	搜浩No.88酒吧	31.217154	121.45251	35.0	酒吧	281.0	徐汇区富民路291号悟锦世纪大厦2楼	6.7	7.4	7.3
28405	Bar 99	31.19116	121.41228	30.0	酒吧	94.0	长宁区古羊路427号3楼	6.7	7.2	7.1
28532	B&C BAR	31.23549	121.4447	30.0	酒吧	45.0	静安区西康路685号	6.6	6.7	6.9
28730	杰克的酒窝	31.216927	121.48236	45.0	酒吧	69.0	黄浦区肇周路76号	8.6	8.3	8.8
28731	Free Soul	31.214916	121.442276	30.0	酒吧	48.0	徐汇区长乐路1221号	6.5	7.0	6.9
29267	Southern Belle (美之美汁咖啡酒吧)	31.2186	121.45439	40.0	酒吧	97.0	卢湾区长乐路433号	8.0	8.2	7.9
29342	Zpark Bar	31.21896	121.41706	45.0	酒吧	89.0	长宁区长宁路1018号龙之梦万丽酒店25楼	8.2	9.0	8.4
29535	谊桥咖啡酒吧	31.244537	121.49065	35.0	酒吧	54.0	虹口区大名路30号	7.1	7.7	7.5
29624	葡道	31.206928	121.43943	45.0	酒吧	108.0	徐汇区武康路376号武康庭102室	8.6	8.7	8.4
29653	Ricky's Bar	31.240705	121.531265	40.0	酒吧	102.0	浦东新区浦东大道930号	7.4	7.9	7.9
35747	炫吧	31.114092	121.2246	35.0	酒吧	88.0	松江区泗陈公路3388弄东方佘山索菲特大酒店2楼	6.7	7.7	7.1
35880	The Red Moon Pub	31.209976	121.557884	30.0	酒吧	130.0	浦东新区梅花路949号	6.5	6.8	6.7
36170	The Chalet	31.207672	121.45597	45.0	酒吧	84.0	徐汇区永嘉路385弄	8.3	8.4	8.4
36360	典尚红酒吧	31.195408	121.40141	45.0	酒吧	115.0	长宁区黄金城道701号	8.4	8.6	8.9
37365	开巴	31.207727	121.423836	40.0	酒吧	84.0	长宁区定西路739号	8.0	8.2	8.0
37449	c&c餐厅	31.211922	121.43085	30.0	酒吧	22.0	长宁区延安西路1066号瑞峰公寓酒店1楼	6.6	6.9	6.8
37618	Dada	31.2052	121.43097	35.0	酒吧	77.0	长宁区幸福路115号	7.0	7.4	7.4
38301	FULL HOUSE coffee bar	31.204561	121.44679	35.0	酒吧	58.0	徐汇区衡山路298-2号临	7.3	7.7	7.6
38305	西玛XIMA	31.203447	121.44601	30.0	酒吧	82.0	徐汇区衡山路703号	6.4	6.8	7.3
38887	岛pub	31.221067	121.469894	30.0	酒吧	50.0	卢湾区雁荡路6号	6.5	6.7	6.7
40117	查理酒吧	31.202618	121.42907	30.0	酒吧	95.0	长宁区番禺路400号	6.5	6.9	6.8
40270	斯格威铂尔曼Blu Bar	31.204308	121.471245	35.0	酒吧	81.0	卢湾区打浦路15号斯格威铂尔曼大酒店50楼	7.1	8.1	7.8
40280	半岛酒店引航酒吧	31.2415	121.48901	40.0	酒吧	207.0	黄浦区中山东一路32号半岛酒店1楼	7.4	8.0	7.9
40287	半岛酒店玲珑酒廊	31.241537	121.489235	40.0	酒吧	145.0	黄浦区中山东一路32号半岛酒店B1楼	8.1	8.4	8.3
41450	52Riverside	31.19574	121.69318	35.0	酒吧	61.0	浦东新区民贤路52号	6.9	7.2	7.1
41511	SBS191	31.205078	121.44708	30.0	酒吧	92.0	徐汇区衡山路191号	6.1	6.5	6.4
41655	长吧	31.222265	121.44812	45.0	酒吧	163.0	静安区常德路1号璞丽酒店1楼	8.0	9.1	8.4
41873	藏宝	31.226645	121.43539	35.0	酒吧	78.0	静安区武定西路1180-2号	6.9	7.2	7.1
42048	HONEY酒吧	31.214985	121.45609	30.0	酒吧	187.0	徐汇区淮海中路1045号新淮海国际广场2楼	6.5	6.8	6.7
42445	蓝堡啤酒花园	31.195398	121.39966	40.0	酒吧	97.0	长宁区黄金城道706号	7.6	8.2	8.4
42735	HIGHLAND	31.017443	121.43238	35.0	酒吧	33.0	闵行区东川路847号	7.0	8.0	7.9
42783	el CÓCTEL	31.211369	121.44399	50.0	酒吧	121.0	徐汇区永福路47号2楼	9.1	8.8	8.9
43111	2：0 one piece bar	31.158524	121.42093	35.0	酒吧	50.0	徐汇区钦州南路559号	7.1	7.5	7.5
43631	这儿酒吧	31.113686	121.05378	40.0	酒吧	48.0	青浦区朱家角镇西井街118号	7.7	8.3	8.3
43756	RICE BAR	31.204964	121.42465	35.0	酒吧	50.0	长宁区法华镇路532号	6.8	7.2	7.4
44118	Rhumerie Bounty	31.233444	121.449905	35.0	酒吧	76.0	静安区武定路550号	7.6	7.8	7.4
50555	丽思卡尔顿行政酒廊	31.236633	121.50132	40.0	酒吧	448.0	浦东新区世纪大道8号上海国金中心丽思卡尔顿酒店49楼	7.5	8.1	8.1
51112	The Camel Bar	31.208942	121.4521	40.0	酒吧	104.0	徐汇区岳阳路1号	7.7	8.2	7.6
51162	The Music Room	31.234596	121.5077	35.0	酒吧	156.0	浦东新区世纪大道100号上海环球金融中心92楼	7.5	8.0	7.4
54118	瑞Red Lounge	31.190521	121.39423	30.0	酒吧	159.0	长宁区虹许路788号名都城俱乐部后廊	6.6	6.9	6.8
54335	酒藏坊	31.231693	121.45218	40.0	酒吧	116.0	静安区陕西北路527号	7.6	7.8	7.9
54456	Shiva Lounge	31.211605	121.44406	35.0	酒吧	62.0	徐汇区永福路47号102室	6.8	7.2	7.1
54604	OBAMA Club	31.202538	121.40812	35.0	酒吧	146.0	长宁区延安西路2088号嘉顿商业广场B201	7.3	7.8	7.4
54704	独家记忆咖啡酒吧	31.04958	121.19895	30.0	酒吧	23.0	松江区大学城四期文汇路1028号2楼	6.6	6.9	6.9
54805	罗斯福公馆	31.240383	121.48997	40.0	酒吧	259.0	黄浦区外滩中山东一路27号	7.3	8.5	8.1
55079	和平饭店茉莉酒廊	31.23894	121.48909	50.0	酒吧	291.0	黄浦区南京东路20号和平饭店1层	8.7	9.2	9.2
55081	Cin Cin Wine & Cigar Lounge	31.239128	121.48937	35.0	酒吧	116.0	黄浦区南京东路20号和平饭店大堂夹层	7.2	7.6	7.9
55168	696LIVE	31.259117	121.48157	35.0	酒吧	70.0	虹口区四川北路1727弄11-8号	7.3	7.4	7.3
55369	蓝枪鱼西餐酒吧	31.24214	121.583	40.0	酒吧	126.0	浦东新区蓝天路689号	8.0	8.6	8.0
55510	乌托邦酒吧	31.383974	121.24191	30.0	酒吧	59.0	嘉定区梅园路226号	6.5	6.8	6.8
55661	地平线	31.204483	121.42656	40.0	酒吧	77.0	长宁区法华镇路455-4号	7.6	7.9	8.1
55829	Red Passion	31.242561	121.504105	40.0	酒吧	114.0	浦东新区陆家嘴环路1288号上海凯宾斯基大酒店30楼	7.6	8.2	8.0
55985	PHEBE 3D CLUB	31.20544	121.4468	35.0	酒吧	337.0	徐汇区衡山路10号欧登大厦1楼	7.2	8.0	7.8
56197	N Square	31.202808	121.444984	30.0	酒吧	53.0	徐汇区衡山路306号	6.5	6.8	6.7
56506	Tam O'Shanter	31.211468	121.444115	30.0	酒吧	95.0	徐汇区永福路47号104座	6.8	7.1	7.0
57151	CLUB S2	31.22483	121.48028	40.0	酒吧	451.0	卢湾区淮海中路1号柳林大厦6楼	7.7	7.9	8.2
57326	Shanghai Brewery	31.191286	121.388145	40.0	酒吧	114.0	闵行区虹梅路3338弄虹梅路休闲街21C	8.1	8.6	8.1
57405	世博洲际酒店酒坊	31.199244	121.50524	35.0	酒吧	119.0	浦东新区雪野路1188号世博洲际酒店内	7.2	8.0	8.1
59200	思酷巴潜水主题酒吧	31.223131	121.466354	30.0	酒吧	50.0	卢湾区巨鹿路158号大同坊5148室	6.6	7.1	7.4
59299	BEER MASTRE	31.169878	121.41495	30.0	酒吧	1142.0	徐汇区田林路109号	6.6	6.9	6.8
59792	外滩浦华大酒店老船长酒吧	31.25138	121.502426	45.0	酒吧	142.0	虹口区高阳路168号外滩浦华大酒店内	8.4	8.9	8.8
60752	Red Lips Bar	31.211636	121.53256	30.0	酒吧	127.0	浦东新区蓝村路9号	6.6	6.9	6.9
61100	Windows ScoreBoard	31.220852	121.46887	35.0	酒吧	71.0	卢湾区淮海中路527号锦江国际购物中心11楼	7.1	7.7	7.3
62611	The Roof	31.206104	121.45094	50.0	酒吧	123.0	徐汇区永嘉路570号永嘉庭5号楼4楼	9.0	9.1	9.0
62966	The Monkey Champagne	31.216309	121.45406	35.0	酒吧	108.0	徐汇区东湖路38号	6.9	7.8	7.3
62985	Lola	31.205864	121.451164	30.0	酒吧	129.0	徐汇区永嘉路570号永嘉庭4号楼	6.7	7.2	6.8
63108	玖悦葡萄酒国际会所	31.222624	121.44265	35.0	酒吧	40.0	静安区乌鲁木齐北路199号世纪时空大厦6楼	6.7	7.4	7.1
63130	第一风尚GAGA酒吧	31.182508	121.441986	35.0	酒吧	270.0	徐汇区天钥桥路666号八万人体育场内	6.8	7.3	7.2
63396	Piro Restaurant & Bar	31.217024	121.44798	40.0	酒吧	90.0	静安区常熟路89号	8.1	8.1	8.1
64292	元一希尔顿驿动大堂酒吧	31.187609	121.39528	35.0	酒吧	109.0	长宁区红松东路1116号虹桥元一希尔顿酒店	6.9	7.7	7.1
64482	秦汉明月音乐酒吧	31.288174	121.53159	30.0	酒吧	680.0	杨浦区永吉路9号翰昌天地3楼	6.6	7.1	6.8
64717	Lucky Star Coffee&Bar	31.273342	121.48014	35.0	酒吧	39.0	虹口区东体育会支路17号	7.0	7.2	7.8
65191	苏克音乐酒吧	31.111828	121.38842	30.0	酒吧	47.0	闵行区地铁南广场梅陇西路2074号	6.5	6.8	6.7
65315	红缇Wineshop&Lounge	31.218065	121.44782	35.0	酒吧	225.0	静安区巨鹿路909号	7.5	7.7	7.8
65910	Brownstone	31.205864	121.451164	45.0	酒吧	107.0	徐汇区永嘉路570号永嘉庭311单元	8.4	8.7	8.7
75154	悦台三号酒吧	31.272633	121.481	35.0	酒吧	50.0	虹口区东江湾路444号虹口足球场3号楼梯下	7.3	7.8	7.8
75627	禧艺大厅酒吧	31.248985	121.48922	30.0	酒吧	39.0	虹口区吴淞路299号宝御酒店1楼	6.7	7.3	7.1
