	name	latitude	longitude	scores	category	price	address
54456	Shiva Lounge(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.211605	121.44406	35.0	酒吧	62.0	徐汇区永福路47号102室
54604	OBAMA Club(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.202538	121.40812	35.0	酒吧	146.0	长宁区延安西路2088号嘉顿商业广场B201
54704	独家记忆咖啡酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.04958	121.19895	30.0	酒吧	23.0	松江区大学城四期文汇路1028号2楼
54805	罗斯福公馆(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.240383	121.48997	40.0	酒吧	259.0	黄浦区外滩中山东一路27号
55079	和平饭店茉莉酒廊(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.23894	121.48909	50.0	酒吧	291.0	黄浦区南京东路20号和平饭店1层
55081	Cin Cin Wine & Cigar Lounge(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.239128	121.48937	35.0	酒吧	116.0	黄浦区南京东路20号和平饭店大堂夹层
55168	696LIVE(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.259117	121.48157	35.0	酒吧	70.0	虹口区四川北路1727弄11-8号
55369	蓝枪鱼西餐酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.24214	121.583	40.0	酒吧	126.0	浦东新区蓝天路689号
55510	乌托邦酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.383974	121.24191	30.0	酒吧	59.0	嘉定区梅园路226号
55661	地平线(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.204483	121.42656	40.0	酒吧	77.0	长宁区法华镇路455-4号
55829	Red Passion(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.242561	121.504105	40.0	酒吧	114.0	浦东新区陆家嘴环路1288号上海凯宾斯基大酒店30楼
55985	PHEBE 3D CLUB(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.20544	121.4468	35.0	酒吧	337.0	徐汇区衡山路10号欧登大厦1楼
56197	N Square(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.202808	121.444984	30.0	酒吧	53.0	徐汇区衡山路306号
56506	Tam O'Shanter(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.211468	121.444115	30.0	酒吧	95.0	徐汇区永福路47号104座
57151	CLUB S2(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.22483	121.48028	40.0	酒吧	451.0	卢湾区淮海中路1号柳林大厦6楼
57326	Shanghai Brewery(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.191286	121.388145	40.0	酒吧	114.0	闵行区虹梅路3338弄虹梅路休闲街21C
57405	世博洲际酒店酒坊(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.199244	121.50524	35.0	酒吧	119.0	浦东新区雪野路1188号世博洲际酒店内
59200	思酷巴潜水主题酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.223131	121.466354	30.0	酒吧	50.0	卢湾区巨鹿路158号大同坊5148室
59299	BEER MASTRE(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.169878	121.41495	30.0	酒吧	1142.0	徐汇区田林路109号
59792	外滩浦华大酒店老船长酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.25138	121.502426	45.0	酒吧	142.0	虹口区高阳路168号外滩浦华大酒店内
60752	Red Lips Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.211636	121.53256	30.0	酒吧	127.0	浦东新区蓝村路9号
61100	Windows ScoreBoard(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.220852	121.46887	35.0	酒吧	71.0	卢湾区淮海中路527号锦江国际购物中心11楼
62611	The Roof(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.206104	121.45094	50.0	酒吧	123.0	徐汇区永嘉路570号永嘉庭5号楼4楼
62966	The Monkey Champagne(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.216309	121.45406	35.0	酒吧	108.0	徐汇区东湖路38号
62985	Lola(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.205864	121.451164	30.0	酒吧	129.0	徐汇区永嘉路570号永嘉庭4号楼
63108	玖悦葡萄酒国际会所(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.222624	121.44265	35.0	酒吧	40.0	静安区乌鲁木齐北路199号世纪时空大厦6楼
63130	第一风尚GAGA酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.182508	121.441986	35.0	酒吧	270.0	徐汇区天钥桥路666号八万人体育场内
63396	Piro Restaurant & Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.217024	121.44798	40.0	酒吧	90.0	静安区常熟路89号
64292	元一希尔顿驿动大堂酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.187609	121.39528	35.0	酒吧	109.0	长宁区红松东路1116号虹桥元一希尔顿酒店
64482	秦汉明月音乐酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.288174	121.53159	30.0	酒吧	680.0	杨浦区永吉路9号翰昌天地3楼
64717	Lucky Star Coffee&Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.273342	121.48014	35.0	酒吧	39.0	虹口区东体育会支路17号
65191	苏克音乐酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.111828	121.38842	30.0	酒吧	47.0	闵行区地铁南广场梅陇西路2074号
65315	红缇Wineshop&Lounge(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.218065	121.44782	35.0	酒吧	225.0	静安区巨鹿路909号
65729	邑欧酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.038507	121.2181	0.0	酒吧	44.0	松江区新松江路925号开元地中海商业广场2楼2159A号商铺
65910	Brownstone(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.205864	121.451164	45.0	酒吧	107.0	徐汇区永嘉路570号永嘉庭311单元
75154	悦台三号酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.272633	121.481	35.0	酒吧	50.0	虹口区东江湾路444号虹口足球场3号楼梯下
75627	禧艺大厅酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.248985	121.48922	30.0	酒吧	39.0	虹口区吴淞路299号宝御酒店1楼
75986	羿庭(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.233816	121.49105	45.0	酒吧	232.0	黄浦区中山东一路2号华尔道夫酒店新塔楼
76162	A.T Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.245186	121.49103	35.0	酒吧	59.0	虹口区大名路66 - 68号
76236	Sunset Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.191385	121.387665	35.0	酒吧	113.0	闵行区虹梅路3338弄老外街21A号
76581	Salley Garden(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.206789	121.45344	40.0	酒吧	78.0	徐汇区永嘉路480号
76633	嘉里酒店The BREW •酿(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.212984	121.56338	45.0	酒吧	181.0	浦东新区花木路1388号嘉里大酒店1楼
76763	The OZ(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.204412	121.41836	30.0	酒吧	44.0	长宁区凯旋路1156号
77310	窄门(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.300808	121.50104	30.0	酒吧	43.0	杨浦区武东路1号
77450	Lune Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.216843	121.452545	35.0	酒吧	54.0	徐汇区新乐路218号4楼
80097	山缇(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.213661	121.42934	35.0	酒吧	191.0	长宁区武夷路84号
80283	INFERNO(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.206758	121.45338	40.0	酒吧	53.0	徐汇区永嘉路480号弄内
80565	咏萄专卖店(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.230917	121.43646	40.0	酒吧	142.0	静安区泰州路200号
81981	迪龙酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.217775	121.42937	35.0	酒吧	46.0	长宁区宣化路62号
82454	TZ House 弹指之间音乐酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.22427	121.43522	45.0	酒吧	94.0	长宁区镇宁路525号一楼
82503	百特酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.226236	121.56078	35.0	酒吧	102.0	浦东新区浦东新区迎春路1199号上海证大丽笙酒店1楼
83125	Ture Love(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.20544	121.4468	30.0	酒吧	167.0	徐汇区衡山路10号欧登大厦2楼
83195	来因何酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.278463	121.45177	30.0	酒吧	31.0	闸北区共和新路2395弄大宁新天地61号
83849	MJ.98酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.228775	121.496956	30.0	酒吧	144.0	黄浦区中山东二路501号新十六铺商业区B112室
83973	亚太万豪酒店云景吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.221521	121.39594	35.0	酒吧	109.0	普陀区大渡河路158号新发展亚太万豪酒店33楼
84080	I Club(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.217436	121.467285	30.0	酒吧	400.0	卢湾区皋兰路2号甲复兴公园内
84097	Cheersin(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.211048	121.45885	40.0	酒吧	30.0	徐汇区永康路25号
84211	花样年华钢琴演艺会所(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.19368	121.39106	30.0	酒吧	283.0	长宁区荣华西道59号古北健身中心4楼
86087	XTD Elevated(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.22158	121.47406	40.0	酒吧	201.0	卢湾区马当路99号新天地朗廷酒店5楼
89983	酒悦国际酒廊(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.207884	121.46934	35.0	酒吧	84.0	卢湾区泰康路248号田子坊43铺
90310	KARTEL(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.220926	121.454315	40.0	酒吧	125.0	静安区襄阳北路1号5楼
91703	唯德居福(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.289589	121.15905	35.0	酒吧	83.0	嘉定区新源路55弄4号
92215	Craft(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.216003	121.45434	35.0	酒吧	115.0	徐汇区东湖路7号东湖宾馆2楼
92849	Haven Shanghai(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.211363	121.5052	40.0	酒吧	361.0	黄浦区中山南路1029号幸福码头3号楼
93874	Top Space Cafe & Lounge(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.21827	121.449554	35.0	酒吧	52.0	静安区巨鹿路889号18座
94164	Closless(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.221378	121.45934	40.0	酒吧	80.0	卢湾区进贤路169号
95301	Snow Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.24374	121.50482	35.0	酒吧	70.0	浦东新区滨江大道富城路拾步街Käfer滨江壹号内
96201	Time Zipping House(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.2242	121.435265	30.0	酒吧	94.0	静安区镇宁路525号新东纺大酒店1楼
96703	罗斯福色戒酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.24051	121.48985	45.0	酒吧	163.0	黄浦区中山东一路27号罗斯福公馆9楼
97874	Rambler漫步者(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.208364	121.46832	35.0	酒吧	56.0	卢湾区建国中路155弄38号（泰康路田子坊内）
97953	贝安纹俱乐部饮品店(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.273087	121.47967	0.0	酒吧	35.0	虹口区东江湾路492号
98674	爵士码头(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.249813	121.48524	35.0	酒吧	78.0	虹口区海宁路399号
98689	Arcade(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.210474	121.44477	40.0	酒吧	110.0	徐汇区复兴西路57号2楼
98749	Dr Beer(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.220642	121.45048	40.0	酒吧	119.0	静安区富民路83号
98795	Misael酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.210136	121.440956	35.0	酒吧	66.0	徐汇区武康路103号
99136	W&W 淳丰洋酒(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.231869	121.45973	35.0	酒吧	217.0	静安区北京西路779号
99347	Hollywood Shanghai(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.207493	121.4519	40.0	酒吧	133.0	徐汇区岳阳路46号
100257	Helens Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.301308	121.494225	40.0	酒吧	51.0	杨浦区武川路49号2楼
100452	BAR Starry Night(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.22878	121.5639	35.0	酒吧	70.0	浦东新区丁香路1396号
101426	北美精华酒庄(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.233904	121.44321	35.0	酒吧	181.0	静安区常德路800号800秀园区A2-1楼
102461	Wood lounge(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.218582	121.46617	35.0	酒吧	41.0	卢湾区思南路30号4楼
102636	S-liwa Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.23279	121.396	35.0	酒吧	64.0	普陀区大渡河路839号
102952	Sonik Fly(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.20515	121.44709	35.0	酒吧	119.0	徐汇区衡山路191号
103908	DE REFTER比利时餐厅啤酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.221329	121.45907	50.0	酒吧	105.0	卢湾区进贤路181号
103952	The Room(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.22109	121.4542	30.0	酒吧	142.0	徐汇区襄阳北路1号2楼
104002	FOUNT BAR(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.20598	121.45131	40.0	酒吧	100.0	徐汇区永嘉路570号永嘉庭5号楼1楼511号
104006	Papas Bierstube(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.19078	121.38682	40.0	酒吧	112.0	闵行区3338弄虹梅休闲街22-24号（老外街）
104533	MOOK(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.231213	121.4629	40.0	酒吧	669.0	静安区南京西路758号5楼
105463	派娜演艺酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.176334	121.3712	0.0	酒吧	109.0	闵行区虹井路288号燎申虹桥国际中心南6楼
107642	梨泰园酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.146168	121.317055	30.0	酒吧	74.0	松江区沪亭北路350弄贝尚湾商业街2楼
108561	Amber Lounge(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.21708	121.4444	35.0	酒吧	121.0	静安区华山路370号3楼
108688	Waterpub(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.041224	121.2561	30.0	酒吧	54.0	松江区文翔路58弄大学生体育馆内
108876	紫檀酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.324154	121.45578	35.0	酒吧	29.0	闸北区岭南路1170-1172号
109301	补丁BAR(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.27277	121.4113	35.0	酒吧	56.0	宝山区真华路950弄大华第一坊123号
109338	M55(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.196505	121.39286	30.0	酒吧	68.0	长宁区水城南路55号六月汇广场106B单元
110083	乡村路(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.21963	121.44622	35.0	酒吧	94.0	静安区华山路259号
110156	The Camel Sports Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.22277	121.51685	35.0	酒吧	100.0	浦东新区潍坊西路116号
110165	555酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.20626	121.38725	30.0	酒吧	100.0	长宁区安龙路555号
111008	Ruby's Club(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.235344	121.453186	30.0	酒吧	224.0	静安区江宁路428号静安体育中心2楼
112295	PAPAYA BAR(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.219105	121.4513	45.0	酒吧	99.0	静安区富民路185号-2S室
112495	亚当酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.2041	121.424	35.0	酒吧	70.0	长宁区新华路448-5号
112532	CLUB PLAYHOUSE(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.20548	121.446815	35.0	酒吧	236.0	徐汇区衡山路10号欧登大厦乙一楼
112668	Le Vin(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.215813	121.44584	50.0	酒吧	166.0	静安区长乐路936号
114190	Burdigala Bordeaux Wine Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.23343	121.44981	50.0	酒吧	139.0	静安区武定路550号
114199	Side Bar 鸡尾酒飞镖酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.22129	121.46007	35.0	酒吧	107.0	卢湾区茂名南路56号56食尚谷内
114363	8898(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.039122	121.21053	30.0	酒吧	257.0	松江区新松江路1296号
116554	MUST Grill(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.23062	121.4447	40.0	酒吧	143.0	静安区武定路881号2号楼1楼
116763	UVA Wine Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.235487	121.44877	50.0	酒吧	109.0	静安区陕西北路819号
117530	MT酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.210754	121.51808	30.0	酒吧	246.0	浦东新区浦建路15号
117926	简美酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.23074	121.43624	35.0	酒吧	70.0	静安区康定路1124号
118124	NEO BAR(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.296303	121.509125	40.0	酒吧	52.0	杨浦区国定路333号三号湾广场内
118844	GB据点(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.329119	121.529915	30.0	酒吧	116.0	杨浦区闸殷路181弄
119001	Ellen's Cafe(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.232092	121.40131	40.0	酒吧	51.0	普陀区怒江路366号2楼
119410	零听酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.133482	121.40169	35.0	酒吧	42.0	闵行区古方路76号南方休闲广场5楼
125945	IBIZA CLUB(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.235413	121.453156	35.0	酒吧	241.0	静安区江宁路428号静安体育中心1楼
126233	S1 Club(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.207527	121.42417	35.0	酒吧	80.0	长宁区定西路738号3楼
126761	The Office Live Music Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.206917	121.46856	35.0	酒吧	61.0	卢湾区徐家汇路618号日月光中心广场1楼F09号铺
127419	Eddie's(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.191383	121.40757	40.0	酒吧	126.0	长宁区古羊路479号
127580	Senator Saloon(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.213104	121.44712	45.0	酒吧	107.0	徐汇区五原路98号
128377	Rainbow(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.164448	121.33792	30.0	酒吧	57.0	闵行区沪星路289弄顺恒广场21号
129014	Muse on the bund(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.24056	121.48792	45.0	酒吧	457.0	黄浦区北京东路99号益丰外滩源5楼
129936	LUNA BAR(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.241867	121.35976	35.0	酒吧	50.0	嘉定区金沙江路2890弄21号
130377	The Moment Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.223934	121.44134	35.0	酒吧	55.0	静安区乌鲁木齐北路115号
130388	The Cape(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.239996	121.447136	40.0	酒吧	38.0	静安区江宁路861号102室
131135	上海衡山路十二号酒店Lobby Lounge灵动吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.20503	121.44643	30.0	酒吧	155.0	徐汇区衡山路12号豪华精选酒店1楼
131345	Sky100(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.178644	121.37289	35.0	酒吧	47.0	闵行区金汇路463弄金石广场28号D栋2楼
131510	Ms Chen's Restaurant & Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.139885	121.1246	30.0	酒吧	90.0	青浦区外青松公路6666弄16号
132451	Tai wine(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.207897	121.46901	40.0	酒吧	111.0	卢湾区泰康路248弄田子坊38号
133010	Mirror of Heaven(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.212145	121.38853	0.0	酒吧	123.0	长宁区新渔东路295-2号
133350	Maya Club(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.211958	121.44945	35.0	酒吧	463.0	徐汇区淮海中路1329号云海大厦3楼
138667	I Am Here(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	30.926476	121.4708	35.0	酒吧	52.0	奉贤区奉贤运河北路96号
138970	Vino Tapas(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.218088	121.45196	45.0	酒吧	99.0	静安区富民路259号
139171	Jason's Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.221039	121.46991	35.0	酒吧	76.0	卢湾区雁荡路6号
139349	Sorella Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.191158	121.408806	35.0	酒吧	247.0	长宁区古羊路489号
139359	390 Shanghai(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.204132	121.42962	35.0	酒吧	63.0	长宁区番禺路390号
139452	Malabar 西班牙餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.229748	121.44222	45.0	酒吧	119.0	静安区武定路1081号
140117	Shanghai Sliders(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.21106	121.45848	40.0	酒吧	78.0	徐汇区永康路45号
140907	OhBar偶吧音乐餐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.237146	121.47468	40.0	酒吧	102.0	黄浦区六合路158号1楼
140935	On Stage(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.1996	121.42398	35.0	酒吧	89.0	长宁区淮海西路570号红坊艺术文化社区A2
141428	CAS BAR(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.229715	121.442116	45.0	酒吧	117.0	静安区武定路1089号
144035	G+音乐酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.04753	121.21153	0.0	酒吧	52.0	松江区龙腾路58弄30号
145562	Y-in Lounge(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.22564	121.46572	40.0	酒吧	110.0	静安区大沽路392号
150664	Wine Connection Bar&Bistro(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.22237	121.44056	45.0	酒吧	111.0	静安区愚园路439号
150735	MOJITO HEAVEN(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.21364	121.435	40.0	酒吧	89.0	徐汇区昭化东路130号
151522	CIGAR JAZZ WINE(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.22037	121.47497	35.0	酒吧	123.0	卢湾区太仓路181弄新天地北里
151788	TERROIR(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.231092	121.44544	30.0	酒吧	121.0	静安区武定路
152226	Space Cafe&Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.204617	121.41818	30.0	酒吧	75.0	长宁区凯旋路1140号2楼
153219	C'est Zhazha巧克力小酒馆(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.228065	121.52458	45.0	酒吧	70.0	浦东新区东方路796号96广场1楼9号门
153432	CD1酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.235344	121.453186	30.0	酒吧	208.0	静安区江宁路428号静安体育中心2楼
153698	V1 Club(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.217905	121.50705	30.0	酒吧	485.0	黄浦区外马路601号
154098	LOTUS RED(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.23078	121.49393	40.0	酒吧	187.0	黄浦区中山东二路外滩22号5楼
154270	The Retreat Cafe & Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.199598	121.447426	30.0	酒吧	35.0	徐汇区高安路101号
154318	元YUAN(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.220636	121.45438	45.0	酒吧	124.0	静安区襄阳北路17-2号
154547	MT 1839(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.13536	121.36169	35.0	酒吧	100.0	闵行区七莘路1839号财富108广场5楼
155669	Kens Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.202297	121.40797	40.0	酒吧	141.0	长宁区延安西路2088号嘉顿广场A-129
156287	梵爵酒庄红酒桌球会所(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.315245	121.48431	0.0	酒吧	94.0	杨浦区逸仙路1258弄11号
156505	Lab whisky&cocktail(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.229685	121.44207	50.0	酒吧	116.0	静安区武定路1093号
157311	Bingo Lounge Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.19577	121.3988	35.0	酒吧	108.0	长宁区黄金城道728号
157379	玛雅微电影俱乐部(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.211958	121.44945	35.0	酒吧	462.0	卢湾区淮海中路1732号云海大厦3楼
